country,country_code,mcc,mnc,operator,network_type,status
United States,Un,311,200,ARINC,LTE,Active
United States,Un,311,230,Cellular South Licenses Inc.,LTE,Active
United States,Un,311,290,Pinpoint Wireless Inc.,LTE,Active
United States,Un,311,260,SLO Cellular Inc / Cellular One of San Luis,LTE,Active
United States,Un,311,220,United States Cellular Corp.,LTE,Active
United States,Un,311,210,Unknown,LTE,Active
United States,Un,311,240,Unknown,LTE,Active
United States,Un,311,270,Verizon Wireless,LTE,Active
United States,Un,311,271,Verizon Wireless,LTE,Active
United States,Un,311,272,Verizon Wireless,LTE,Active
United States,Un,311,273,Verizon Wireless,LTE,Active
United States,Un,311,274,Verizon Wireless,LTE,Active
United States,Un,311,275,Verizon Wireless,LTE,Active
United States,Un,311,276,Verizon Wireless,LTE,Active
United States,Un,311,277,Verizon Wireless,LTE,Active
United States,Un,311,278,Verizon Wireless,LTE,Active
United States,Un,311,279,Verizon Wireless,LTE,Active
United States,Un,311,280,Verizon Wireless,LTE,Active
United States,Un,311,281,Verizon Wireless,LTE,Active
United States,Un,311,282,Verizon Wireless,LTE,Active
United States,Un,311,283,Verizon Wireless,LTE,Active
United States,Un,311,284,Verizon Wireless,LTE,Active
United States,Un,311,285,Verizon Wireless,LTE,Active
United States,Un,311,286,Verizon Wireless,LTE,Active
United States,Un,311,287,Verizon Wireless,LTE,Active
United States,Un,311,288,Verizon Wireless,LTE,Active
United States,Un,311,289,Verizon Wireless,LTE,Active
United States,Un,311,560,Bend Cable Communications LLC,LTE,Active
United States,Un,311,590,California RSA No. 3 Limited Partnership,LTE,Active
United States,Un,311,580,California RSA No3 Ltd Partnership dba Golden State Cellular,LTE,Active
United States,Un,311,500,Cambridge Telephone Company Inc.,LTE,Active
United States,Un,311,510,Light Squared LP,LTE,Active
United States,Un,311,530,New Core Wireless,LTE,Active
United States,Un,311,550,OTZ Communications Inc,LTE,Active
United States,Un,311,570,United States Cellular,LTE,Active
United States,Un,311,520,Unknown,LTE,Active
United States,Un,311,540,Unknown,LTE,Active
United States,Un,311,970,Big River Broadband LLC,LTE,Active
United States,Un,311,940,Clearwire Corporation,LTE,Active
United States,Un,311,900,Gigsky inc,LTE,Active
United States,Un,311,980,LigTel Communications,LTE,Active
United States,Un,311,960,Lycamobile USA Inc,LTE,Active
United States,Un,311,920,Missouri RSA No 5 Partnership,LTE,Active
United States,Un,311,950,Sunman Telecommunications corp.,LTE,Active
United States,Un,311,910,Unknown,LTE,Active
United States,Un,311,990,VTel Wireless,LTE,Active
United States,Un,311,440,Bluegrass Wireless LLC,LTE,Active
United States,Un,311,460,Fisher Wireless Services Inc.,LTE,Active
United States,Un,311,410,Iowa RSA No. 2 Limited Partnership,LTE,Active
United States,Un,311,420,Northwest Missouri Cellular Limited Partnership,LTE,Active
United States,Un,311,450,Panhandle Telecommunication Systems Inc.,LTE,Active
United States,Un,311,430,RSA 1 Limited Partnership,LTE,Active
United States,Un,311,490,Sprint Spectrum,LTE,Active
United States,Un,311,480,Verizon Wireless,LTE,Active
United States,Un,311,481,Verizon Wireless,LTE,Active
United States,Un,311,482,Verizon Wireless,LTE,Active
United States,Un,311,483,Verizon Wireless,LTE,Active
United States,Un,311,484,Verizon Wireless,LTE,Active
United States,Un,311,485,Verizon Wireless,LTE,Active
United States,Un,311,486,Verizon Wireless,LTE,Active
United States,Un,311,487,Verizon Wireless,LTE,Active
United States,Un,311,488,Verizon Wireless,LTE,Active
United States,Un,311,489,Verizon Wireless,LTE,Active
United States,Un,311,470,Vitelcom Cellular Inc dba Innovative Wireless,LTE,Active
United States,Un,311,800,Bluegrass Wireless LLC,LTE,Active
United States,Un,311,810,Bluegrass Wireless LLC,LTE,Active
United States,Un,311,890,Globecom Network Services Corporation,LTE,Active
United States,Un,311,820,Kineto Wireless Inc,LTE,Active
United States,Un,311,840,Nsight Spectrum LLC,LTE,Active
United States,Un,311,850,Nsight Spectrum LLC,LTE,Active
United States,Un,311,870,Sprint Spectrum,LTE,Active
United States,Un,311,880,Sprint Spectrum,LTE,Active
United States,Un,312,200,Voyager Mobility LLC,LTE,Active
United States,Un,311,830,Thumb Cellular Limited Partnership,LTE,Active
United States,Un,311,860,Uintah Basin Electronics Telecommunications Inc.,LTE,Active
United States,Un,311,160,Cellular One DCS (Dobson / EMW) / Light Squared LP,LTE,Active
United States,Un,311,120,Choice Phone LLC,LTE,Active
United States,Un,311,180,"Cingular Wireless (AT&T), Licensee Pacific Telesis Mobile Services, LLC",LTE,Active
United States,Un,311,140,Cross Wireless Telephone Co.,LTE,Active
United States,Un,311,170,PetroCom,LTE,Active
United States,Un,311,100,Unknown,LTE,Active
United States,Un,311,130,Unknown,LTE,Active
United States,Un,311,150,Unknown,LTE,Active
United States,Un,311,190,Unknown,LTE,Active
United States,Un,311,110,Verizon Wireless,LTE,Active
United States,Un,311,320,Commnet Wireless LLC,LTE,Active
United States,Un,311,311,Farmers,LTE,Active
United States,Un,311,310,Lamar County Cellular,LTE,Active
United States,Un,311,370,GCI Communication Corp.,LTE,Active
United States,Un,311,340,Illinois Valley Cellular RSA 2 Partnership,LTE,Active
United States,Un,311,330,Michigan Wireless LLC,LTE,Active
United States,Un,311,300,Nexus Communications Inc.,LTE,Active
United States,Un,311,350,Sagebrush Cellular Inc.,LTE,Active
United States,Un,311,360,Stelera Wireless Corp.,LTE,Active
United States,Un,311,380,Unknown,LTE,Active
United States,Un,311,390,Verizon Wireless,LTE,Active
United States,Un,311,630,Corr Wireless Communications,LTE,Active
United States,Un,311,600,Cox TMI Wireless LLC,LTE,Active
United States,Un,311,680,GreenFly LLC,LTE,Active
United States,Un,311,610,North Dakota Network Company,LTE,Active
United States,Un,311,670,"Pine Belt Cellular, Inc.",LTE,Active
United States,Un,311,640,Standing Rock Telecommunications,LTE,Active
United States,Un,311,690,TeleBeeper of New Mexico Inc,LTE,Active
United States,Un,311,620,Terrestar Networks Inc,LTE,Active
United States,Un,311,650,United Wireless Communications Inc.,LTE,Active
United States,Un,311,660,Unknown,LTE,Active
United States,Un,311,760,Edigen Inc,LTE,Active
United States,Un,311,720,Maine PCS LLC,LTE,Active
United States,Un,311,750,NetAmerica Alliance LLC,LTE,Active
United States,Un,311,710,Northeast Wireless Networks LLC,LTE,Active
United States,Un,311,770,Radio Mobile Access Inc,LTE,Active
United States,Un,311,700,TotalSolutions Telecom LLC,LTE,Active
United States,Un,311,730,Unknown,LTE,Active
United States,Un,311,740,Unknown,LTE,Active
United States,Un,311,60,Farmers Cellular / Space Data Corporation,LTE,Active
United States,Un,311,10,Missouri RSA No 5 Partnership,LTE,Active
United States,Un,311,20,Missouri RSA No 5 Partnership,LTE,Active
United States,Un,311,50,Thumb Cellular Limited Partnership,LTE,Active
United States,Un,311,0,Unknown,LTE,Active
United States,Un,311,30,Unknown,LTE,Active
United States,Un,311,40,Unknown,LTE,Active
United States,Un,311,80,Unknown,LTE,Active
United States,Un,311,90,Unknown,LTE,Active
United States,Un,311,70,Wisconsin RSA #7 Limited Partnership,LTE,Active
United States,Un,312,90,Allied Wireless Communications Corporation,LTE,Active
United States,Un,312,60,CoverageCo,LTE,Active
United States,Un,312,30,Cross Wireless Telephone Co.,LTE,Active
United States,Un,312,40,Custer Telephone Cooperative Inc.,LTE,Active
United States,Un,312,50,Fuego Wireless LLC,LTE,Active
United States,Un,312,20,Infrastructure Networks LLC,LTE,Active
United States,Un,312,10,Missouri RSA No 5 Partnership,LTE,Active
United States,Un,312,80,South Georgia Regional Information Technology Authority,LTE,Active
United States,Un,312,270,Cellular Network Partnership LLC,LTE,Active
United States,Un,312,280,Cellular Network Partnership LLC,LTE,Active
United States,Un,312,220,Missouri RSA No 5 Partnership,LTE,Active
United States,Un,312,230,North Dakota Network Company,LTE,Active
United States,Un,312,290,Uintah Basin Electronics Telecommunications Inc.,LTE,Active
United States,Un,312,100,ClearSky Technologies Inc,LTE,Active
United States,Un,312,140,Cleveland Unlimited Inc,LTE,Active
United States,Un,312,120,East Kentucky Network LLC,LTE,Active
United States,Un,312,130,East Kentucky Network LLC,LTE,Active
United States,Un,312,170,Iowa RSA No. 2 Limited Partnership,LTE,Active
Costa Rica,Co,712,999,Fix Line,LTE,Active
United States,Un,312,180,Keystone Wireless LLC,LTE,Active
United States,Un,312,150,Northwest Cell,LTE,Active
United States,Un,312,160,RSA 1 Limited Partnership,LTE,Active
United States,Un,312,190,Sprint Spectrum,LTE,Active
United States,Un,312,110,Texas Energy Network LLC,LTE,Active
United States of America,Un,312,530,Sprint Spectrum,LTE,Active
United States,Un,312,380,Unknown,LTE,Active
United States,Un,313,100,Assigned to public safety,LTE,Active
United States,Un,316,11,Southern Communications Services Inc.,LTE,Active
United States,Un,316,10,Sprint Spectrum,LTE,Active
Canada,Ca,302,290,Airtel Wireless,LTE,Active
Canada,Ca,302,250,ALO Mobile Inc,LTE,Active
Canada,Ca,302,270,Bragg Communications,LTE,Active
Canada,Ca,302,220,Telus Mobility,LTE,Active
Canada,Ca,302,221,Telus Mobility,LTE,Active
Canada,Ca,302,222,Telus Mobility,LTE,Active
Canada,Ca,302,652,BC Tel Mobility,LTE,Active
Canada,Ca,302,651,Bell Mobility,LTE,Active
Canada,Ca,302,655,MTS Mobility,LTE,Active
Canada,Ca,302,657,Quebectel Mobility,LTE,Active
Canada,Ca,302,654,Sask Tel Mobility,LTE,Active
Canada,Ca,302,656,Tbay Mobility,LTE,Active
Canada,Ca,302,653,Telus Mobility,LTE,Active
Canada,Ca,302,630,Bell Aliant,LTE,Active
Canada,Ca,302,610,Bell Mobility,LTE,Active
Canada,Ca,302,690,Bell Mobility,LTE,Active
Canada,Ca,302,670,CityWest Mobility,LTE,Active
Canada,Ca,302,620,Ice Wireless,LTE,Active
Canada,Ca,302,640,Latitude Wireless,LTE,Active
Canada,Ca,302,660,MTS Mobility,LTE,Active
Canada,Ca,302,680,Sask Tel Mobility,LTE,Active
Canada,Ca,302,360,Clearnet,LTE,Active
Canada,Ca,302,361,Clearnet,LTE,Active
Canada,Ca,302,380,DMTS Mobility,LTE,Active
Canada,Ca,302,390,DMTS Mobility  / Dryden Moblility,LTE,Active
Canada,Ca,302,340,Execulink,LTE,Active
Canada,Ca,302,370,FIDO (Rogers AT&T/ Microcell),LTE,Active
Canada,Ca,302,350,FIRST Networks Operations,LTE,Active
Canada,Ca,302,320,mobilicity,LTE,Active
Canada,Ca,302,710,Globalstar Canada,LTE,Active
Canada,Ca,302,779,MNC-779,LTE,Active
Canada,Ca,302,770,Rural Com,LTE,Active
Canada,Ca,302,702,MT&T Mobility,LTE,Active
Canada,Ca,302,701,NB Tel Mobility,LTE,Active
Canada,Ca,302,703,New Tel Mobility,LTE,Active
Canada,Ca,302,790,NetSet Communications,LTE,Active
Canada,Ca,302,760,Public Mobile,LTE,Active
Canada,Ca,302,720,Rogers AT&T Wireless,LTE,Active
Canada,Ca,302,750,Sask Tel Mobility,LTE,Active
Canada,Ca,302,780,Sask Tel Mobility,LTE,Active
Canada,Ca,302,740,Shaw Telecom,LTE,Active
Canada,Ca,302,730,TerreStar Solutions,LTE,Active
Canada,Ca,302,530,Keewatinook Okimakinak,LTE,Active
Canada,Ca,302,570,LightSquared,LTE,Active
Canada,Ca,302,560,Lynx Mobility,LTE,Active
Canada,Ca,302,590,Quadro Communication,LTE,Active
Canada,Ca,302,500,Videotron,LTE,Active
Canada,Ca,302,510,Videotron,LTE,Active
Canada,Ca,302,520,Videotron,LTE,Active
Canada,Ca,302,480,SSi Connexions,LTE,Active
Canada,Ca,302,490,WIND,LTE,Active
Canada,Ca,302,880,Telus Communications company (possibly others too),LTE,Active
Canada,Ca,302,860,Telus Mobility,LTE,Active
Canada,Ca,302,990,Test,LTE,Active
Canada,Ca,302,940,Wrightman Telecom,LTE,Active
Saint Pierre & Miquelon,Sa,308,1,Ameris,LTE,Active
Dominican Republic,Do,370,2,Claro,LTE,Active
Dominican Republic,Do,370,1,Orange,LTE,Active
Dominican Republic,Do,370,3,TRIcom,LTE,Active
Dominican Republic,Do,370,4,Viva,LTE,Active
Dominican Republic,Do,370,779,MNC-779,LTE,Active
Dominican Republic,Do,370,998,MNC-998,LTE,Active
Haiti,Ha,372,1,Comcel,LTE,Active
Haiti,Ha,372,2,Digicel,LTE,Active
Haiti,Ha,372,0,Haitel,LTE,Active
Haiti,Ha,372,3,Natcom,LTE,Active
Haiti,Ha,372,50,Digicel,LTE,Active
Haiti,Ha,372,779,MNC-779,LTE,Active
Trinidad and Tobago,Tr,374,374,Trinidad and Tobago all operators,LTE,Active
Trinidad and Tobago,Tr,374,12,Bmobile/TSTT,LTE,Active
Trinidad and Tobago,Tr,374,120,Bmobile/TSTT,LTE,Active
Trinidad and Tobago,Tr,374,129,Bmobile/TSTT,LTE,Active
Trinidad and Tobago,Tr,374,130,Digicel,LTE,Active
Trinidad and Tobago,Tr,374,140,LaqTel Ltd.,LTE,Active
Turks and Caicos Islands,Tu,376,376,Turks and Caicos Islands all operators,LTE,Active
Turks and Caicos Islands,Tu,376,360,IslandCom Communications Ltd.,LTE,Active
United States Virgin Islands,Un,376,350,Cable & Wireless (TCI) Ltd,LTE,Active
United States Virgin Islands,Un,376,352,IslandCom Communications Ltd.,LTE,Active
Turks and Caicos Islands,Tu,376,5,MNC-005,LTE,Active
United States Virgin Islands,Un,376,50,Digicel TCI Ltd,LTE,Active
Jamaica,Ja,338,338,Jamaica all operators,LTE,Active
Jamaica,Ja,338,20,Cable & Wireless,LTE,Active
Jamaica,Ja,338,70,Claro / Oceanic  Digital Jamaica Limited,LTE,Active
Jamaica,Ja,338,50,DIGICEL/Mossel,LTE,Active
Jamaica,Ja,338,5,MNC-005,LTE,Active
Jamaica,Ja,338,110,Cable & Wireless,LTE,Active
Jamaica,Ja,338,180,Cable & Wireless,LTE,Active
Jamaica,Ja,338,509,MNC-509,LTE,Active
Jamaica,Ja,338,779,MNC-779,LTE,Active
Mexico,Me,334,334,Mexico all operators,LTE,Active
Mexico,Me,334,4,AT&T/IUSACell,LTE,Active
Mexico,Me,334,5,AT&T/IUSACell,LTE,Active
Mexico,Me,334,3,Movistar/Pegaso,LTE,Active
Mexico,Me,334,1,NEXTEL,LTE,Active
Mexico,Me,334,9,NEXTEL,LTE,Active
Mexico,Me,334,0,SAI PCS,LTE,Active
Mexico,Me,334,2,TelCel/America Movil,LTE,Active
Mexico,Me,334,40,AT&T/IUSACell,LTE,Active
Mexico,Me,334,50,AT&T/IUSACell,LTE,Active
Mexico,Me,334,30,Movistar/Pegaso,LTE,Active
Mexico,Me,334,10,NEXTEL,LTE,Active
Mexico,Me,334,90,NEXTEL,LTE,Active
Mexico,Me,334,70,Operadora Unefon SA de CV,LTE,Active
Mexico,Me,334,80,Operadora Unefon SA de CV,LTE,Active
Mexico,Me,334,60,SAI PCS,LTE,Active
Mexico,Me,334,20,TelCel/America Movil,LTE,Active
Mexico,Me,334,202,MNC-202,LTE,Active
Puerto Rico,Pu,330,330,Puerto Rico all operators,LTE,Active
Puerto Rico,Pu,330,30,AT&T Mobility,LTE,Active
Puerto Rico,Pu,330,0,Open Mobile,LTE,Active
Puerto Rico,Pu,330,11,Puerto Rico Telephone Company Inc. (PRTC),LTE,Active
Puerto Rico,Pu,330,20,Sprint,LTE,Active
Puerto Rico,Pu,330,120,PR Wireless Inc (Open Mobile),LTE,Active
Puerto Rico,Pu,330,110,Puerto Rico Telephone Company Inc. (PRTC),LTE,Active
Puerto Rico,Pu,330,490,T-mobile (Suncom),LTE,Active
Argentina Republic,Ar,722,722,Argentina Republic all operators,LTE,Active
Argentina,Ar,722,31,Claro,LTE,Active
Argentina Republic,Ar,722,30,MNC-030,LTE,Active
Argentina Republic,Ar,722,34,Personal,LTE,Active
Argentina Republic,Ar,722,40,Globalstar,LTE,Active
Argentina Republic,Ar,722,2,MNC-002,LTE,Active
Argentina Republic,Ar,722,7,Movistar,LTE,Active
Argentina Republic,Ar,722,10,Movistar,LTE,Active
Argentina Republic,Ar,722,70,Movistar,LTE,Active
Argentina Republic,Ar,722,20,Nextel,LTE,Active
Argentina,Ar,722,999,Fix Line,LTE,Active
Argentina Republic,Ar,722,310,Claro,LTE,Active
Argentina Republic,Ar,722,320,Claro,LTE,Active
Argentina Republic,Ar,722,330,Claro,LTE,Active
Argentina Republic,Ar,722,340,Personal,LTE,Active
Argentina Republic,Ar,722,341,Personal,LTE,Active
Argentina Republic,Ar,722,350,PORT-HABLE (Hutchison Telecommunications Argentina),LTE,Active
Brazil,Br,724,724,Brazil all operators,LTE,Active
Brazil,Br,724,24,Amazonia Celular S/A,LTE,Active
Brazil,Br,724,26,AmericaNet,LTE,Active
Brazil,Br,724,23,Vivo S.A./Telemig,LTE,Active
Brazil,Br,724,16,Brazil Telcom,LTE,Active
Brazil,Br,724,12,Claro/Albra/America Movil,LTE,Active
Brazil,Br,724,18,Datora (MVNO),LTE,Active
Brazil,Br,724,15,Sercontel Cel,LTE,Active
Brazil,Br,724,10,Vivo S.A./Telemig,LTE,Active
Brazil,Br,724,11,Vivo S.A./Telemig,LTE,Active
Brazil,Br,724,19,Vivo S.A./Telemig,LTE,Active
Brazil,Br,724,5,Claro/Albra/America Movil,LTE,Active
Brazil,Br,724,7,CTBC/Triangulo,LTE,Active
Brazil,Br,724,0,Nextel (Telet),LTE,Active
Brazil,Br,724,2,TIM,LTE,Active
Brazil,Br,724,3,TIM,LTE,Active
Brazil,Br,724,4,TIM,LTE,Active
Brazil,Br,724,8,TIM,LTE,Active
Brazil,Br,724,1,Vivo S.A./Telemig,LTE,Active
Brazil,Br,724,6,Vivo S.A./Telemig,LTE,Active
Brazil,Br,724,38,Claro/Albra/America Movil,LTE,Active
Brazil,Br,724,32,CTBC Celular SA (CTBC),LTE,Active
Brazil,Br,724,33,CTBC Celular SA (CTBC),LTE,Active
Brazil,Br,724,34,CTBC Celular SA (CTBC),LTE,Active
Brazil,Br,724,39,Nextel (Telet),LTE,Active
Brazil,Br,724,30,Oi (TNL PCS / Oi),LTE,Active
Brazil,Br,724,31,Oi (TNL PCS / Oi),LTE,Active
Brazil,Br,724,36,Options,LTE,Active
Brazil,Br,724,37,Unicel do Brasil Telecomunicacoes Ltda,LTE,Active
Brazil,Br,724,99,Local (STFC),LTE,Active
Brazil,Br,724,54,PORTO SEGURO TELECOMUNICACOES,LTE,Active
Belize,Be,702,702,Belize all operators,LTE,Active
Belize,Be,702,67,DigiCell,LTE,Active
Belize,Be,702,68,International Telco (INTELCO),LTE,Active
Belize,Be,702,99,Speednet (Smart),LTE,Active
Belize,Be,702,779,MNC-779,LTE,Active
El Salvador,El,706,706,El Salvador all operators,LTE,Active
El Salvador,El,706,1,CLARO/CTE,LTE,Active
El Salvador,El,706,2,Digicel,LTE,Active
El Salvador,El,706,5,INTELFON SA de CV,LTE,Active
El Salvador,El,706,4,Telefonica,LTE,Active
El Salvador,El,706,3,Telemovil,LTE,Active
El Salvador,El,706,11,MNC-011,LTE,Active
El Salvador,El,706,779,MNC-779,LTE,Active
Guatemala,Gu,704,704,Guatemala all operators,LTE,Active
Guatemala,Gu,704,1,Claro,LTE,Active
Guatemala,Gu,704,3,Telefonica,LTE,Active
Guatemala,Gu,704,2,TIGO/COMCEL,LTE,Active
Honduras,Ho,708,708,Honduras all operators,LTE,Active
Honduras,Ho,708,40,Digicel,LTE,Active
Honduras,Ho,708,30,HonduTel,LTE,Active
Honduras,Ho,708,20,MNC-020,LTE,Active
Honduras,Ho,708,1,SERCOM/CLARO,LTE,Active
Honduras,Ho,708,2,Telefonica/CELTEL,LTE,Active
Bolivia,Bo,736,736,Bolivia all operators,LTE,Active
Bolivia,Bo,736,2,Entel Pcs,LTE,Active
Bolivia,Bo,736,4,MNC-004,LTE,Active
Bolivia,Bo,736,3,Tigo,LTE,Active
Bolivia,Bo,736,1,Viva/Nuevatel,LTE,Active
Chile,Ch,730,730,Chile all operators,LTE,Active
Chile,Ch,730,6,Blue Two Chile SA,LTE,Active
Chile,Ch,730,3,Claro,LTE,Active
Chile,Ch,730,1,Entel Telefonia Mov,LTE,Active
Chile,Ch,730,4,Nextel SA,LTE,Active
Chile,Ch,730,5,Nextel SA,LTE,Active
Chile,Ch,730,9,Nextel SA,LTE,Active
Chile,Ch,730,2,TELEFONICA,LTE,Active
Chile,Ch,730,7,TELEFONICA,LTE,Active
Chile,Ch,730,0,TESAM SA,LTE,Active
Chile,Ch,730,8,VTR Banda Ancha SA,LTE,Active
Chile,Ch,730,11,Celupago SA,LTE,Active
Chile,Ch,730,15,Cibeles Telecom SA,LTE,Active
Chile,Ch,730,10,Entel Telefonia,LTE,Active
Chile,Ch,730,14,Netline Telefonica Movil Ltda,LTE,Active
Chile,Ch,730,19,Sociedad Falabella Movil SPA,LTE,Active
Chile,Ch,730,12,Telestar Movil SA,LTE,Active
Chile,Ch,730,13,Tribe Mobile SPA,LTE,Active
Colombia,Co,732,732,Colombia all operators,LTE,Active
Colombia,Co,732,130,Avantel,LTE,Active
Colombia,Co,732,101,Claro,LTE,Active
Colombia,Co,732,102,Movistar,LTE,Active
Colombia,Co,732,103,Tigo,LTE,Active
Colombia,Co,732,187,eTb,LTE,Active
Colombia,Co,732,123,Movistar,LTE,Active
Colombia,Co,732,199,SUMA movil,LTE,Active
Colombia,Co,732,111,Tigo,LTE,Active
Colombia,Co,732,165,Tigo,LTE,Active
Colombia,Co,732,142,UNE,LTE,Active
Colombia,Co,732,154,Virgin Mobile,LTE,Active
Colombia,Co,732,666,Claro,LTE,Active
Colombia,Co,732,2,Edatel,LTE,Active
Colombia,Co,732,3,MNC-003,LTE,Active
Colombia,Co,732,1,Movistar,LTE,Active
Colombia,Co,732,20,UNE,LTE,Active
Colombia,Co,732,999,Fix Line,LTE,Active
Colombia,Co,732,240,Flash Mobile,LTE,Active
Colombia,Co,732,220,Libre Tecnologias,LTE,Active
Colombia,Co,732,230,Setroc Mobile,LTE,Active
Colombia,Co,732,360,WOM,LTE,Active
Guyana,Gu,738,738,Guyana all operators,LTE,Active
Guyana,Gu,738,2,Cellink Plus,LTE,Active
Guyana,Gu,738,1,DigiCel,LTE,Active
Venezuela,Ve,734,734,Venezuela all operators,LTE,Active
Venezuela,Ve,734,1,DigiTel C.A.,LTE,Active
Venezuela,Ve,734,2,DigiTel C.A.,LTE,Active
Venezuela,Ve,734,3,DigiTel C.A.,LTE,Active
Venezuela,Ve,734,6,Movilnet C.A.,LTE,Active
Venezuela,Ve,734,4,Movistar/TelCel,LTE,Active
Costa Rica,Co,712,712,Costa Rica all operators,LTE,Active
Costa Rica,Co,712,3,Claro,LTE,Active
Costa Rica,Co,712,1,ICE,LTE,Active
Costa Rica,Co,712,2,ICE,LTE,Active
Costa Rica,Co,712,4,Movistar,LTE,Active
Costa Rica,Co,712,20,Virtualis,LTE,Active
Costa Rica,Co,712,779,MNC-779,LTE,Active
Nicaragua,Ni,710,710,Nicaragua all operators,LTE,Active
Nicaragua,Ni,710,73,Claro,LTE,Active
Nicaragua,Ni,710,21,Empresa Nicaraguense de Telecomunicaciones SA (ENITEL),LTE,Active
Nicaragua,Ni,710,30,Movistar,LTE,Active
Nicaragua,Ni,710,999,Fix Line,LTE,Active
Panama,Pa,714,714,Panama all operators,LTE,Active
Panama,Pa,714,1,Cable & W./Mas Movil,LTE,Active
Panama,Pa,714,3,Claro,LTE,Active
Panama,Pa,714,4,Digicel,LTE,Active
Panama,Pa,714,2,Movistar,LTE,Active
Panama,Pa,714,20,Movistar,LTE,Active
Panama,Pa,714,999,Fix Line,LTE,Active
Peru,Pe,716,716,Peru all operators,LTE,Active
Peru,Pe,716,10,Claro /Amer.Mov./TIM,LTE,Active
Peru,Pe,716,17,Nextel,LTE,Active
Peru,Pe,716,15,Viettel Mobile,LTE,Active
Peru,Pe,716,20,Claro /Amer.Mov./TIM,LTE,Active
Peru,Pe,716,1,GlobalStar,LTE,Active
Peru,Pe,716,2,GlobalStar,LTE,Active
Peru,Pe,716,6,Movistar,LTE,Active
Peru,Pe,716,7,Nextel,LTE,Active
Ecuador,Ec,740,740,Ecuador all operators,LTE,Active
Ecuador,Ec,740,1,Claro/Port,LTE,Active
Ecuador,Ec,740,2,CNT Mobile,LTE,Active
Ecuador,Ec,740,0,Failed Call(s),LTE,Active
Ecuador,Ec,740,3,Tuenti,LTE,Active
MCC-742,MC,742,1,MNC-001,LTE,Active
MCC-742,MC,742,2,MNC-002,LTE,Active
MCC-742,MC,742,8,MNC-008,LTE,Active
MCC-742,MC,742,20,MNC-020,LTE,Active
Paraguay,Pa,744,744,Paraguay all operators,LTE,Active
Paraguay,Pa,744,2,Claro/Hutchison,LTE,Active
Paraguay,Pa,744,3,Compa,LTE,Active
Paraguay,Pa,744,6,Copaco,LTE,Active
Paraguay,Pa,744,1,Hola/VOX,LTE,Active
Paraguay,Pa,744,4,Tigo/Telecel,LTE,Active
Paraguay,Pa,744,5,TIM/Nucleo/Personal,LTE,Active
Suriname,Su,746,746,Suriname all operators,LTE,Active
Suriname,Su,746,3,Digicel,LTE,Active
Suriname,Su,746,2,Telecommunicatiebedrijf Suriname (TELESUR),LTE,Active
Suriname,Su,746,1,Telesur,LTE,Active
Suriname,Su,746,4,UNIQA,LTE,Active
Suriname,Su,746,999,Fix Line,LTE,Active
Uruguay,Ur,748,748,Uruguay all operators,LTE,Active
Uruguay,Ur,748,0,Ancel/Antel,LTE,Active
Uruguay,Ur,748,1,Ancel/Antel,LTE,Active
Uruguay,Ur,748,3,Ancel/Antel,LTE,Active
Uruguay,Ur,748,7,MOVISTAR,LTE,Active
Uruguay,Ur,748,10,Claro/AM Wireless,LTE,Active
Falkland Islands,Fa,750,1,Sure South Atlantic Ltd (Falkland Islands,LTE,Active
International,In,901,14,AeroMobile,LTE,Active
International,In,901,13,Antarctica,LTE,Active
International,In,901,10,Asia Cellular Satellite (AceS),LTE,Active
International,In,901,18,Cingular Wireless / AWS Bermuda (Maritime Roaming),LTE,Active
International,In,901,11,InMarSAT,LTE,Active
International,In,901,16,"Jasper Wireless, Inc",LTE,Active
International,In,901,17,Jersey Telecom,LTE,Active
International,In,901,12,Maritime Communications Partner AS,LTE,Active
International,In,901,15,OnAir N.V. (Formerly SITA on behalf of Onair),LTE,Active
International,In,901,19,Vodafone Malta (Vodafone Group),LTE,Active
International,In,901,36,Azerfon LLC,LTE,Active
International,In,901,31,France Telecom Orange,LTE,Active
International,In,901,35,Globecomm Network Services,LTE,Active
International,In,901,32,MegaFon,LTE,Active
International,In,901,39,MTX Connect,LTE,Active
International,In,901,38,Multiregional TransitTelecom (MTT),LTE,Active
International,In,901,33,"Smart Communications , Inc",LTE,Active
International,In,901,37,TRANSATEL,LTE,Active
International,In,901,34,Tyntec GmbH,LTE,Active
International,In,901,41,BodyTrace Netherlands B.V.,LTE,Active
International,In,901,42,DCN Hub ehf,LTE,Active
International,In,901,40,Deutsche Telekom AG,LTE,Active
International,In,901,1,ICO Global Communications,LTE,Active
International,In,901,3,Iridium Communications Inc,LTE,Active
International,In,901,5,Thuraya Satellite,LTE,Active
International,In,901,6,Thuraya Satellite Telecommunications Company,LTE,Active
International,In,901,20,Intermatica,LTE,Active
International,In,901,22,MediaLincc Ltd,LTE,Active
International,In,901,27,OnAir N.V. (Formerly SITA on behalf of Onair),LTE,Active
International,In,901,26,Telecom Italia,LTE,Active
International,In,901,29,Telenor Connexion AB,LTE,Active
International,In,901,28,Vodafone Group,LTE,Active
International,In,901,24,Voxbone SA,LTE,Active
International,In,901,21,Wins Limited (Formerly Seanet Maritime Communications),LTE,Active
International,In,901,88,UN Office for the Coordination of Humanitarian Affairs (OCHA),LTE,Active
MCC-840,MC,840,3,MNC-003,LTE,Active
Kenya,Ke,639,639,Kenya all operators,LTE,Active
