country,country_code,mcc,mnc,operator,network_type,status
Hongkong,Ho,454,31,CTExcel,LTE,Active
Hong Kong,Ho,454,40,shared by private TETRA systems,LTE,Active
Hong Kong,Ho,454,47,shared by private TETRA systems,LTE,Active
Hong Kong,Ho,454,999,MNC-999,LTE,Active
Brazil,Br,724,35,Telcom,LTE,Active
"Korea S, Republic of",Ko,450,450,"Korea S, Republic of all operators",LTE,Active
"Korea S, Republic of",Ko,450,2,KT Corp,LTE,Active
"Korea S, Republic of",Ko,450,4,KT Corp,LTE,Active
"Korea S, Republic of",Ko,450,8,KT Corp,LTE,Active
"Korea S, Republic of",Ko,450,6,LG UPlus Corp,LTE,Active
"Korea S, Republic of",Ko,450,3,SK Telecom,LTE,Active
"Korea S, Republic of",Ko,450,5,SK Telecom Co. Ltd,LTE,Active
South Korea,So,450,7,KT Powertel Co. Ltd,LTE,Active
"Korea S, Republic of",Ko,450,99,MNC-099,LTE,Active
"Korea S, Republic of",Ko,450,11,SK Telecom Co. Ltd,LTE,Active
South Korea,So,450,12,SK Telecom Co. Ltd,LTE,Active
Laos P.D.R.,La,457,457,Laos P.D.R. all operators,LTE,Active
Laos P.D.R.,La,457,8,Beeline/Tigo/Millicom,LTE,Active
Laos P.D.R.,La,457,2,ETL Mobile,LTE,Active
Laos P.D.R.,La,457,1,Lao Tel,LTE,Active
Laos P.D.R.,La,457,3,UNITEL/LAT,LTE,Active
"Macao, China",Ma,455,455,"Macao, China all operators",LTE,Active
"Macao, China",Ma,455,2,China Telecom,LTE,Active
"Macao, China",Ma,455,1,C.T.M. TELEMOVEL+,LTE,Active
"Macao, China",Ma,455,4,C.T.M. TELEMOVEL+,LTE,Active
"Macao, China",Ma,455,3,Hutchison Telephone Co. Ltd,LTE,Active
"Macao, China",Ma,455,5,Hutchison Telephone Co. Ltd,LTE,Active
"Macao, China",Ma,455,0,Smartone Mobile,LTE,Active
"Macao, China",Ma,455,6,Smartone Mobile,LTE,Active
Vietnam,Vi,452,452,Vietnam all operators,LTE,Active
Vietnam,Vi,452,7,Gmobile,LTE,Active
Vietnam,Vi,452,8,I-Telecom,LTE,Active
Vietnam,Vi,452,1,MobiFone,LTE,Active
Vietnam,Vi,452,9,Reddi,LTE,Active
Vietnam,Vi,452,3,S-Fone/Telecom,LTE,Active
Vietnam,Vi,452,5,Vietnamobile,LTE,Active
Vietnam,Vi,452,4,Viettel,LTE,Active
Vietnam,Vi,452,6,Viettel,LTE,Active
Vietnam,Vi,452,2,VinaPhone,LTE,Active
China,Ch,460,460,China all operators,LTE,Active
China,Ch,460,0,China Mobile GSM,LTE,Active
China,Ch,460,2,China Mobile GSM,LTE,Active
China,Ch,460,7,China Mobile GSM,LTE,Active
China,Ch,460,4,China Space Mobile Satellite Telecommunications Co. Ltd (China Spacecom),LTE,Active
China,Ch,460,3,China Telecom,LTE,Active
China,Ch,460,5,China Telecom,LTE,Active
China,Ch,460,1,China Unicom,LTE,Active
China,Ch,460,6,China Unicom,LTE,Active
China,Ch,460,11,China Unicom,LTE,Active
"Korea N., Dem. Peoples Rep.",Ko,467,192,"CHEO Technology JV Co.""",LTE,Active
"Korea N., Dem. Peoples Rep.",Ko,467,193,"Sun Net""",LTE,Active
"Korea N., Dem. Peoples Rep.",Ko,467,5,"Koryolink""",LTE,Active
Taiwan,Ta,466,466,Taiwan all operators,LTE,Active
Taiwan,Ta,466,68,ACeS Taiwan - ACeS Taiwan Telecommunications Co Ltd,LTE,Active
Taiwan,Ta,466,5,Asia Pacific Telecom Co. Ltd (APT),LTE,Active
Taiwan,Ta,466,1,Far EasTone,LTE,Active
Taiwan,Ta,466,2,Far EasTone,LTE,Active
Taiwan,Ta,466,3,Far EasTone,LTE,Active
Taiwan,Ta,466,6,Far EasTone,LTE,Active
Taiwan,Ta,466,7,Far EasTone,LTE,Active
Taiwan,Ta,466,9,VMAX Telecom Co. Ltd,LTE,Active
Taiwan,Ta,466,11,Chunghwa Telecom LDM,LTE,Active
Taiwan,Ta,466,10,Global Mobile Corp.,LTE,Active
Taiwan,Ta,466,92,Chunghwa Telecom LDM,LTE,Active
Taiwan,Ta,466,93,Mobitai,LTE,Active
Taiwan,Ta,466,97,Taiwan Cellular,LTE,Active
Taiwan,Ta,466,99,TransAsia,LTE,Active
Taiwan,Ta,466,90,T-Star/VIBO,LTE,Active
Taiwan,Ta,466,56,International Telecom Co. Ltd (FITEL),LTE,Active
Taiwan,Ta,466,88,KG Telecom,LTE,Active
Taiwan,Ta,466,89,T-Star/VIBO,LTE,Active
Taiwan,Ta,466,779,MNC-779,LTE,Active
Iran,Ir,432,432,Iran all operators,LTE,Active
Iran,Ir,432,999,Fix Line,LTE,Active
Iran,Ir,432,11,MCI/TCI,LTE,Active
Iran,Ir,432,19,Mobile Telecommunications Company of Esfahan JV-PJS (MTCE),LTE,Active
Iran,Ir,432,14,TKC/KFZO,LTE,Active
Iran,Ir,432,70,MTCE,LTE,Active
Iran,Ir,432,35,MTN/IranCell,LTE,Active
Iran,Ir,432,32,Taliya,LTE,Active
Iran,Ir,432,20,Rightel,LTE,Active
Kyrgyzstan,Ky,437,437,Kyrgyzstan all operators,LTE,Active
Kyrgyzstan,Ky,437,3,AkTel LLC,LTE,Active
Kyrgyzstan,Ky,437,1,Beeline/Bitel,LTE,Active
Kyrgyzstan,Ky,437,5,MEGACOM,LTE,Active
Kyrgyzstan,Ky,437,9,O!/NUR Telecom,LTE,Active
Tajikistan,Ta,436,436,Tajikistan all operators,LTE,Active
Tajikistan,Ta,436,4,Babilon-M,LTE,Active
Tajikistan,Ta,436,5,Bee Line,LTE,Active
Tajikistan,Ta,436,2,CJSC Indigo Tajikistan,LTE,Active
Tajikistan,Ta,436,3,Megafon,LTE,Active
Tajikistan,Ta,436,1,Tcell/JC Somoncom,LTE,Active
Tajikistan,Ta,436,12,Tcell/JC Somoncom,LTE,Active
Turkmenistan,Tu,438,438,Turkmenistan all operators,LTE,Active
Turkmenistan,Tu,438,2,Altyn Asyr/TM-Cell,LTE,Active
Turkmenistan,Tu,438,1,MTS/Barash Communication,LTE,Active
United Arab Emirates,Un,430,2,Etisalat,LTE,Active
United Arab Emirates,Un,431,2,Etisalat,LTE,Active
Uzbekistan,Uz,434,434,Uzbekistan all operators,LTE,Active
Uzbekistan,Uz,434,4,Bee Line/Unitel,LTE,Active
Uzbekistan,Uz,434,1,Buztel,LTE,Active
Uzbekistan,Uz,434,7,MTS/Uzdunrobita,LTE,Active
Japan,Ja,440,36,NTT DoCoMo Inc.,LTE,Active
Uzbekistan,Uz,434,6,Perfectum Mobile / Rubion wireless Communication,LTE,Active
Uzbekistan,Uz,434,5,Ucell/Coscom,LTE,Active
Uzbekistan,Uz,434,2,Uzmacom,LTE,Active
Japan,Ja,440,440,Japan all operators,LTE,Active
Japan,Ja,440,7,KDDI Corporation,LTE,Active
Japan,Ja,440,8,KDDI Corporation,LTE,Active
Japan,Ja,440,1,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,2,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,3,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,9,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,4,SoftBank Corp,LTE,Active
Japan,Ja,440,6,SoftBank Corp,LTE,Active
Japan,Ja,440,0,Y-Mobile,LTE,Active
Japan,Ja,440,50,KDDI Corporation,LTE,Active
Japan,Ja,440,51,KDDI Corporation,LTE,Active
Japan,Ja,440,52,KDDI Corporation,LTE,Active
Japan,Ja,440,53,KDDI Corporation,LTE,Active
Japan,Ja,440,54,KDDI Corporation,LTE,Active
Japan,Ja,440,55,KDDI Corporation,LTE,Active
Japan,Ja,440,56,KDDI Corporation,LTE,Active
Japan,Ja,440,58,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,70,KDDI Corporation,LTE,Active
Japan,Ja,440,71,KDDI Corporation,LTE,Active
Japan,Ja,440,72,KDDI Corporation,LTE,Active
Japan,Ja,440,73,KDDI Corporation,LTE,Active
Japan,Ja,440,74,KDDI Corporation,LTE,Active
Japan,Ja,440,75,KDDI Corporation,LTE,Active
Japan,Ja,440,76,KDDI Corporation,LTE,Active
Japan,Ja,440,77,KDDI Corporation,LTE,Active
Japan,Ja,440,79,KDDI Corporation,LTE,Active
Japan,Ja,440,78,Okinawa Cellular Telephone,LTE,Active
Japan,Ja,440,80,KDDI Corporation,LTE,Active
Japan,Ja,440,81,KDDI Corporation,LTE,Active
Japan,Ja,440,82,KDDI Corporation,LTE,Active
Japan,Ja,440,83,KDDI Corporation,LTE,Active
Japan,Ja,440,84,KDDI Corporation,LTE,Active
Japan,Ja,440,85,KDDI Corporation,LTE,Active
Japan,Ja,440,86,KDDI Corporation,LTE,Active
Japan,Ja,440,88,KDDI Corporation,LTE,Active
Japan,Ja,440,89,KDDI Corporation,LTE,Active
Japan,Ja,440,87,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,10,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,11,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,12,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,13,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,14,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,15,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,16,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,17,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,18,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,19,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,21,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,22,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,23,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,24,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,25,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,26,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,27,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,28,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,29,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,20,SoftBank Corp,LTE,Active
Japan,Ja,440,30,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,31,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,32,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,33,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,34,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,35,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,37,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,38,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,39,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,49,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,40,SoftBank Corp,LTE,Active
Japan,Ja,440,41,SoftBank Corp,LTE,Active
Japan,Ja,440,42,SoftBank Corp,LTE,Active
Japan,Ja,440,43,SoftBank Corp,LTE,Active
Japan,Ja,440,44,SoftBank Corp,LTE,Active
Japan,Ja,440,45,SoftBank Corp,LTE,Active
Japan,Ja,440,46,SoftBank Corp,LTE,Active
Japan,Ja,440,47,SoftBank Corp,LTE,Active
Japan,Ja,440,48,SoftBank Corp,LTE,Active
Japan,Ja,440,60,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,61,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,62,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,63,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,64,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,65,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,66,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,67,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,68,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,69,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,99,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,440,90,SoftBank Corp,LTE,Active
Japan,Ja,440,92,SoftBank Corp,LTE,Active
Japan,Ja,440,93,SoftBank Corp,LTE,Active
Japan,Ja,440,94,SoftBank Corp,LTE,Active
Japan,Ja,440,95,SoftBank Corp,LTE,Active
Japan,Ja,440,96,SoftBank Corp,LTE,Active
Japan,Ja,440,97,SoftBank Corp,LTE,Active
Japan,Ja,440,98,SoftBank Corp,LTE,Active
Japan,Ja,441,70,KDDI Corporation,LTE,Active
Japan,Ja,441,40,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,41,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,42,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,43,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,44,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,45,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,90,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,91,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,92,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,93,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,94,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,98,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,99,NTT DoCoMo Inc.,LTE,Active
Japan,Ja,441,61,SoftBank Corp,LTE,Active
Japan,Ja,441,62,SoftBank Corp,LTE,Active
Japan,Ja,441,63,SoftBank Corp,LTE,Active
Japan,Ja,441,64,SoftBank Corp,LTE,Active
Japan,Ja,441,65,SoftBank Corp,LTE,Active
Japan,Ja,441,50,TU-KA Cellular Tokyo Inc.,LTE,Active
Japan,Ja,441,51,TU-KA Phone Kansai Inc.,LTE,Active
Algeria,Al,603,603,Algeria all operators,LTE,Active
Algeria,Al,603,2,Djezzy,LTE,Active
Algeria,Al,603,1,Mobils,LTE,Active
Algeria,Al,603,3,Ooredoo,LTE,Active
Libya,Li,606,606,Libya all operators,LTE,Active
Libya,Li,606,6,Hatef,LTE,Active
Libya,Li,606,1,Al-Madar,LTE,Active
Libya,Li,606,2,Al-Madar,LTE,Active
Libya,Li,606,0,Libyaa,LTE,Active
Libya,Li,606,3,Libyaa,LTE,Active
Egypt,Eg,602,602,Egypt all operators,LTE,Active
Egypt,Eg,602,3,ETISALAT,LTE,Active
Egypt,Eg,602,1,Orange/Mobinil,LTE,Active
Egypt,Eg,602,2,Vodafone/Mirsfone,LTE,Active
Egypt,Eg,602,4,WE/Telecom,LTE,Active
Gambia,Ga,607,607,Gambia all operators,LTE,Active
Gambia,Ga,607,2,Africel,LTE,Active
Gambia,Ga,607,3,Comium,LTE,Active
Gambia,Ga,607,1,Gamcel,LTE,Active
Gambia,Ga,607,4,Q-Cell,LTE,Active
Gambia,Ga,607,779,MNC-779,LTE,Active
Mauritania,Ma,609,609,Mauritania all operators,LTE,Active
Mauritania,Ma,609,2,Chinguitel,LTE,Active
Mauritania,Ma,609,1,Mattel,LTE,Active
Mauritania,Ma,609,10,Mauritel,LTE,Active
Morocco,Mo,604,604,Morocco all operators,LTE,Active
Morocco,Mo,604,4,Al Houria Telecom,LTE,Active
Morocco,Mo,604,1,IAM/Itissallat,LTE,Active
Morocco,Mo,604,6,IAM/Itissallat,LTE,Active
Morocco,Mo,604,2,INWI/WANA,LTE,Active
Morocco,Mo,604,5,INWI/WANA,LTE,Active
Morocco,Mo,604,0,Orange/Medi Telecom,LTE,Active
Morocco,Mo,604,99,Al Houria Telecom,LTE,Active
Senegal,Se,608,608,Senegal all operators,LTE,Active
Senegal,Se,608,3,Expresso/Sudatel,LTE,Active
Senegal,Se,608,1,Orange/Sonatel,LTE,Active
Senegal,Se,608,2,TIGO/Sentel GSM,LTE,Active
Senegal,Se,608,779,MNC-779,LTE,Active
Tunisia,Tu,605,605,Tunisia all operators,LTE,Active
Tunisia,Tu,605,999,Fix Line,LTE,Active
Tunisia,Tu,605,1,Orange,LTE,Active
Tunisia,Tu,605,3,Oreedo/Orascom,LTE,Active
Tunisia,Tu,605,2,TuniCell/Tunisia Telecom,LTE,Active
Tunisia,Tu,605,6,TuniCell/Tunisia Telecom,LTE,Active
Angola,An,631,631,Angola all operators,LTE,Active
Angola,An,631,3,Angola Telecom (AKA MoviCel),LTE,Active
Angola,An,631,4,MoviCel,LTE,Active
Angola,An,631,2,Unitel,LTE,Active
"Congo, Dem. Rep.",Co,630,630,"Congo, Dem. Rep. all operators",LTE,Active
"Congo, Dem. Rep.",Co,630,90,Africell,LTE,Active
"Congo, Dem. Rep.",Co,630,2,Airtel/ZAIN,LTE,Active
"Congo, Dem. Rep.",Co,630,3,MNC-003,LTE,Active
"Congo, Dem. Rep.",Co,630,5,SuperCell,LTE,Active
"Congo, Dem. Rep.",Co,630,1,Vodacom,LTE,Active
"Congo, Dem. Rep.",Co,630,86,Orange RDC sarl,LTE,Active
"Congo, Dem. Rep.",Co,630,89,TIGO/Oasis,LTE,Active
"Congo, Dem. Rep.",Co,630,88,Yozma Timeturns sprl (YTT),LTE,Active
Djibouti,Dj,638,638,Djibouti all operators,LTE,Active
Djibouti,Dj,638,1,Djibouti Telecom SA / Evatis,LTE,Active
Ethiopia,Et,636,636,Ethiopia all operators,LTE,Active
Ethiopia,Et,636,1,Ethio Mobile,LTE,Active
Guinea-Bissau,Gu,632,632,Guinea-Bissau all operators,LTE,Active
Guinea-Bissau,Gu,632,999,Fix     Line,LTE,Active
Guinea-Bissau,Gu,632,1,GuineTel,LTE,Active
Guinea-Bissau,Gu,632,7,GuineTel,LTE,Active
Guinea-Bissau,Gu,632,3,Orange,LTE,Active
Guinea-Bissau,Gu,632,2,SpaceTel,LTE,Active
Rwanda,Rw,635,635,Rwanda all operators,LTE,Active
Rwanda,Rw,635,14,Airtel,LTE,Active
Rwanda,Rw,635,10,MTN/Rwandacell,LTE,Active
Rwanda,Rw,635,12,Rwandatel,LTE,Active
Rwanda,Rw,635,13,TIGO,LTE,Active
Seychelles,Se,633,633,Seychelles all operators,LTE,Active
Seychelles,Se,633,10,Airtel,LTE,Active
Seychelles,Se,633,1,C&W,LTE,Active
Seychelles,Se,633,2,Smartcom,LTE,Active
Somalia,So,637,637,Somalia all operators,LTE,Active
Somalia,So,637,30,Golis,LTE,Active
Somalia,So,637,50,Hormuud,LTE,Active
Somalia,So,637,25,Hormuud Telecom Somalia,LTE,Active
Somalia,So,637,19,HorTel,LTE,Active
Somalia,So,637,10,Nationlink,LTE,Active
Somalia,So,637,0,MNC-000,LTE,Active
Somalia,So,637,4,Somafone,LTE,Active
Somalia,So,637,1,Telesom,LTE,Active
Somalia,So,637,99,MNC-099,LTE,Active
Somalia,So,637,60,Nationlink,LTE,Active
Somalia,So,637,71,Somtel,LTE,Active
Somalia,So,637,82,Somtel,LTE,Active
Sudan,Su,634,634,Sudan all operators,LTE,Active
Sudan,Su,634,0,Canar Telecom,LTE,Active
Sudan,Su,634,5,Canar Telecom,LTE,Active
Sudan,Su,634,8,Canar Telecom,LTE,Active
Sudan,Su,634,2,MTN,LTE,Active
Sudan,Su,634,3,MTN,LTE,Active
Sudan,Su,634,9,Privet Network / NEC,LTE,Active
Sudan,Su,634,7,Sudani One,LTE,Active
Sudan,Su,634,1,Zain,LTE,Active
Sudan,Su,634,6,Zain,LTE,Active
Sudan,Su,634,22,MTN,LTE,Active
Sudan,Su,634,99,MTN,LTE,Active
Sudan,Su,634,15,Sudani One,LTE,Active
Sudan,Su,634,999,Fix Line,LTE,Active
Benin,Be,616,616,Benin all operators,LTE,Active
Benin,Be,616,0,Bell Benin/BBCOM,LTE,Active
Benin,Be,616,4,Bell Benin/BBCOM,LTE,Active
Benin,Be,616,2,Etisalat/MOOV,LTE,Active
Benin,Be,616,5,GloMobile,LTE,Active
Benin,Be,616,1,Libercom,LTE,Active
Benin,Be,616,3,MTN/Spacetel,LTE,Active
Burkina Faso,Bu,613,613,Burkina Faso all operators,LTE,Active
Burkina Faso,Bu,613,2,Orange,LTE,Active
Burkina Faso,Bu,613,3,Telecel,LTE,Active
Burkina Faso,Bu,613,1,Telmob,LTE,Active
Guinea,Gu,611,611,Guinea all operators,LTE,Active
Guinea,Gu,611,5,Celcom,LTE,Active
Guinea,Gu,611,3,Intercel,LTE,Active
Guinea,Gu,611,4,MTN/Areeba,LTE,Active
Guinea,Gu,611,1,Orange/Sonatel/Spacetel,LTE,Active
Guinea,Gu,611,2,SotelGui,LTE,Active
Ivory Coast,Iv,612,612,Ivory Coast all operators,LTE,Active
Ivory Coast,Iv,612,7,Aircomm SA,LTE,Active
Ivory Coast,Iv,612,4,Comium,LTE,Active
Ivory Coast,Iv,612,1,Comstar,LTE,Active
Ivory Coast,Iv,612,2,Moov,LTE,Active
Ivory Coast,Iv,612,5,MTN,LTE,Active
Ivory Coast,Iv,612,3,Orange,LTE,Active
Ivory Coast,Iv,612,6,OriCell,LTE,Active
Liberia,Li,618,618,Liberia all operators,LTE,Active
Liberia,Li,618,3,Celcom,LTE,Active
Liberia,Li,618,4,Comium British Virgin Islands,LTE,Active
Liberia,Li,618,2,Libercell,LTE,Active
Liberia,Li,618,1,Lonestar,LTE,Active
Liberia,Li,618,7,Orange,LTE,Active
Liberia,Li,618,20,LibTelco,LTE,Active
Mali,Ma,610,610,Mali all operators,LTE,Active
Mali,Ma,610,3,ATEL SA,LTE,Active
Mali,Ma,610,1,Malitel,LTE,Active
Mali,Ma,610,2,Orange/IKATEL,LTE,Active
Mauritius,Ma,617,617,Mauritius all operators,LTE,Active
Mauritius,Ma,617,2,CHILI/MTML,LTE,Active
Mauritius,Ma,617,3,CHILI/MTML,LTE,Active
Mauritius,Ma,617,1,Orange/Cellplus,LTE,Active
Mauritius,Ma,617,10,Emtel Ltd,LTE,Active
Niger,Ni,614,614,Niger all operators,LTE,Active
Niger,Ni,614,2,Airtel/Zain/CelTel,LTE,Active
Niger,Ni,614,3,MOOV/TeleCel,LTE,Active
Niger,Ni,614,4,Orange,LTE,Active
Sierra Leone,Si,619,619,Sierra Leone all operators,LTE,Active
Sierra Leone,Si,619,3,Africel,LTE,Active
Sierra Leone,Si,619,5,Africel,LTE,Active
Sierra Leone,Si,619,4,Comium,LTE,Active
Sierra Leone,Si,619,9,Intergroup Telecom,LTE,Active
Sierra Leone,Si,619,1,Orange,LTE,Active
Sierra Leone,Si,619,7,Qcell,LTE,Active
Sierra Leone,Si,619,2,Tigo/Millicom,LTE,Active
Sierra Leone,Si,619,50,Datatel (SL) Ltd CDMA,LTE,Active
Sierra Leone,Si,619,40,Datatel (SL) Ltd GSM,LTE,Active
Sierra Leone,Si,619,25,Mobitel,LTE,Active
Togo,To,615,615,Togo all operators,LTE,Active
Togo,To,615,3,Atlantique Telecom / Moov,LTE,Active
Togo,To,615,2,Telecel/MOOV,LTE,Active
Togo,To,615,1,Togo Cellulaire / TogoCel,LTE,Active
Botswana,Bo,652,652,Botswana all operators,LTE,Active
Botswana,Bo,652,4,beMobile,LTE,Active
Botswana,Bo,652,1,Mascom,LTE,Active
Botswana,Bo,652,0,MNC-000,LTE,Active
Botswana,Bo,652,2,Orange,LTE,Active
Comoros,Co,654,654,Comoros all operators,LTE,Active
Comoros,Co,654,1,HURI - SNPT,LTE,Active
Comoros,Co,654,2,TELMA TELCO SA,LTE,Active
Eritrea,Er,657,1,Eritrea Telecommunication Services Corp. / Eritel,LTE,Active
Lesotho,Le,651,651,Lesotho all operators,LTE,Active
Lesotho,Le,651,2,Econet/Ezi-cel,LTE,Active
Lesotho,Le,651,1,Vodacom Lesotho,LTE,Active
Malawi,Ma,650,650,Malawi all operators,LTE,Active
Malawi,Ma,650,10,Airtel/Zain/Celtel ltd.,LTE,Active
Malawi,Ma,650,1,TNM/Telekom Network Ltd.,LTE,Active
South Africa,So,655,655,South Africa all operators,LTE,Active
South Africa,So,655,30,Bokamoso Consortium,LTE,Active
South Africa,So,655,32,Ilizwi Telecommunications,LTE,Active
Malaysia,Ma,502,16,DiGi,LTE,Active
South Africa,So,655,31,Karabo Telecoms,LTE,Active
South Africa,So,655,33,Thinta Thinta Telecommunications,LTE,Active
South Africa,So,655,21,Cape Town Metropolitan,LTE,Active
South Africa,So,655,7,Cell C,LTE,Active
South Africa,So,655,6,Sentech,LTE,Active
South Africa,So,655,2,Telkom/8.ta,LTE,Active
South Africa,So,655,1,Vodacom,LTE,Active
South Africa,So,655,10,MTN,LTE,Active
South Africa,So,655,12,MTN,LTE,Active
South Africa,So,655,16,Phoenix Systems Integration (Pty) Ltd,LTE,Active
South Africa,So,655,11,South African Police Service Gauteng,LTE,Active
South Africa,So,655,19,Wireless Business Solutions (Pty) Ltd,LTE,Active
South Sudan (Republic of),So,659,659,South Sudan (Republic of) all operators,LTE,Active
South Sudan (Republic of),So,659,97,Gemtel,LTE,Active
South Sudan (Republic of),So,659,92,MTN-South Sudan,LTE,Active
South Sudan (Republic of),So,659,95,Vivacel/NOW,LTE,Active
South Sudan (Republic of),So,659,91,Zain-South Sudan,LTE,Active
South Sudan (Republic of),So,659,3,Gemtel Ltd (South Sudan,LTE,Active
South Sudan (Republic of),So,659,0,MNC-000,LTE,Active
South Sudan (Republic of),So,659,2,MTN,LTE,Active
South Sudan (Republic of),So,659,4,Network of The World Ltd (NOW) (South Sudan,LTE,Active
South Sudan (Republic of),So,659,7,Sudani,LTE,Active
South Sudan (Republic of),So,659,5,Vivacell,LTE,Active
South Sudan (Republic of),So,659,6,Zain,LTE,Active
South Sudan (Republic of),So,659,12,Sudani/Sudatel,LTE,Active
Swaziland,Sw,653,653,Swaziland all operators,LTE,Active
Swaziland,Sw,653,779,MNC-779,LTE,Active
Swaziland,Sw,653,2,Swazi Mobile,LTE,Active
Swaziland,Sw,653,1,SwaziTelecom,LTE,Active
Swaziland,Sw,653,10,Swazi MTN,LTE,Active
Burundi,Bu,642,642,Burundi all operators,LTE,Active
Burundi,Bu,642,2,Africel / Safaris,LTE,Active
Burundi,Bu,642,8,Lumitel/Viettel,LTE,Active
Burundi,Bu,642,3,Onatel / Telecel,LTE,Active
Guyana,Gu,738,0,MNC-000,LTE,Active
Burundi,Bu,642,7,Smart Mobile / LACELL,LTE,Active
Burundi,Bu,642,1,Spacetel / Econet / Leo,LTE,Active
Burundi,Bu,642,82,Spacetel / Econet / Leo,LTE,Active
Burundi,Bu,642,999,Fix   Line,LTE,Active
Madagascar,Ma,646,646,Madagascar all operators,LTE,Active
Madagascar,Ma,646,1,Airtel/MADACOM,LTE,Active
Madagascar,Ma,646,2,Orange/Soci,LTE,Active
Madagascar,Ma,646,3,Sacel,LTE,Active
Madagascar,Ma,646,4,Telma,LTE,Active
Mozambique,Mo,643,643,Mozambique all operators,LTE,Active
Mozambique,Mo,643,1,mCel,LTE,Active
Mozambique,Mo,643,3,Movitel,LTE,Active
Mozambique,Mo,643,4,Vodacom,LTE,Active
Namibia,Na,649,649,Namibia all operators,LTE,Active
Namibia,Na,649,1,MTC,LTE,Active
Namibia,Na,649,2,Switch/Nam. Telec.,LTE,Active
Namibia,Na,649,3,TN Mobile,LTE,Active
Reunion,Re,647,647,Reunion all operators,LTE,Active
Reunion,Re,647,0,Orange,LTE,Active
Reunion,Re,647,2,Outremer Telecom,LTE,Active
Reunion,Re,647,10,SFR,LTE,Active
Uganda,Ug,641,641,Uganda all operators,LTE,Active
Uganda,Ug,641,1,Airtel,LTE,Active
Uganda,Ug,641,4,Lycamobile,LTE,Active
Uganda,Ug,641,22,Airtel,LTE,Active
Uganda,Ug,641,66,i-Tel Ltd,LTE,Active
Uganda,Ug,641,30,K2 Telecom Ltd,LTE,Active
